airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Indigo,6E-6067,Bangalore,Evening,one,Night,Mumbai,Economy,4.42,21,4190
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Business,13.08,10,62636
AirAsia,I5-550,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,13.92,30,2465
GO_FIRST,G8-2513,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,10.17,49,4205
Air_India,AI-9517,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.42,10,4339
Indigo,6E-6217,Chennai,Night,one,Early_Morning,Kolkata,Economy,9.17,30,3365
Vistara,UK-852,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,26.75,26,5322
GO_FIRST,G8-7535,Delhi,Evening,one,Night,Chennai,Economy,5.33,29,4896
Air_India,AI-473,Delhi,Evening,one,Evening,Mumbai,Business,22.75,10,39859
Vistara,UK-851,Mumbai,Early_Morning,one,Morning,Hyderabad,Economy,26.08,5,8988
GO_FIRST,G8-461,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,9.5,12,4262
Air_India,AI-542,Delhi,Morning,one,Morning,Kolkata,Economy,22.33,30,3610
Vistara,UK-836,Chennai,Morning,one,Night,Kolkata,Business,12.0,36,55377
Air_India,AI-569,Chennai,Early_Morning,one,Morning,Bangalore,Business,4.83,12,43729
Vistara,UK-776,Kolkata,Evening,one,Morning,Bangalore,Economy,15.25,21,6195
SpiceJet,SG-5092,Bangalore,Evening,zero,Evening,Kolkata,Economy,2.5,11,5177
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Chennai,Business,8.33,18,60396
Vistara,UK-877,Mumbai,Morning,one,Evening,Bangalore,Economy,8.75,28,4658
GO_FIRST,G8-299,Kolkata,Evening,one,Morning,Mumbai,Economy,14.33,49,4933
Vistara,UK-845,Mumbai,Early_Morning,zero,Early_Morning,Bangalore,Business,1.83,48,20684
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Economy,9.75,6,11205
Air_India,AI-809,Mumbai,Morning,one,Morning,Kolkata,Economy,23.58,3,13926
Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Mumbai,Economy,9.67,23,8687
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Chennai,Economy,12.0,15,4896
Vistara,UK-910,Mumbai,Evening,one,Morning,Chennai,Business,16.33,14,65405
Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,Economy,12.25,28,4363
Vistara,UK-898,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.17,47,3571
Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,Economy,15.92,48,9353
Vistara,UK-832,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,8.08,31,61873
Vistara,UK-940,Mumbai,Evening,one,Morning,Hyderabad,Business,13.92,3,84557
Air_India,AI-888,Mumbai,Evening,one,Morning,Bangalore,Economy,13.92,18,6082
Vistara,UK-876,Hyderabad,Night,one,Morning,Chennai,Economy,11.25,31,6287
Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,12.58,11,50271
Indigo,6E-5209,Mumbai,Early_Morning,one,Afternoon,Chennai,Economy,8.83,27,4069
Vistara,UK-815,Delhi,Morning,one,Morning,Hyderabad,Economy,25.0,21,5761
AirAsia,I5-517,Chennai,Morning,two_or_more,Late_Night,Delhi,Economy,17.0,14,7353
Vistara,UK-890,Hyderabad,Evening,one,Morning,Bangalore,Business,15.0,31,63277
Vistara,UK-778,Kolkata,Afternoon,one,Afternoon,Hyderabad,Economy,21.25,32,5632
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,9.58,49,7135
Air_India,AI-539,Chennai,Evening,one,Morning,Hyderabad,Economy,18.92,34,3979
Indigo,6E-6268,Hyderabad,Evening,one,Night,Kolkata,Economy,5.92,45,4390
Vistara,UK-801,Delhi,Morning,two_or_more,Night,Chennai,Economy,14.0,35,8719
Vistara,UK-996,Mumbai,Evening,one,Evening,Kolkata,Business,23.58,17,64285
Vistara,UK-852,Mumbai,Afternoon,two_or_more,Night,Bangalore,Economy,8.25,37,10006
Air_India,AI-770,Kolkata,Night,one,Morning,Hyderabad,Business,14.0,8,52063
GO_FIRST,G8-801,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,9.92,49,4354
Vistara,UK-737,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,9,14880
Indigo,6E-6205,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.58,1,17400
SpiceJet,SG-3839,Kolkata,Evening,one,Afternoon,Chennai,Economy,18.5,39,6495
Vistara,UK-814,Bangalore,Night,zero,Night,Delhi,Business,2.58,17,40360
Vistara,UK-858,Bangalore,Early_Morning,one,Night,Hyderabad,Business,14.25,22,37985
Vistara,UK-994,Mumbai,Morning,one,Evening,Bangalore,Business,6.67,47,74880
Vistara,UK-993,Delhi,Afternoon,one,Evening,Chennai,Economy,7.08,41,4979
GO_FIRST,G8-530,Delhi,Early_Morning,one,Night,Chennai,Economy,15.33,25,4896
Air_India,AI-539,Chennai,Evening,one,Afternoon,Kolkata,Economy,19.5,38,5623
Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Business,10.5,19,57920
Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Economy,10.08,33,4357
Air_India,AI-610,Bangalore,Evening,zero,Night,Mumbai,Business,1.92,6,20760
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,9.42,37,5171
Air_India,AI-774,Mumbai,Night,one,Afternoon,Delhi,Business,16.0,20,59021
Vistara,UK-970,Mumbai,Morning,one,Night,Hyderabad,Business,14.17,10,60365
Vistara,UK-943,Delhi,Early_Morning,one,Evening,Kolkata,Business,9.33,22,67769
Air_India,AI-502,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.08,7,12150
GO_FIRST,G8-571,Hyderabad,Night,one,Late_Night,Mumbai,Economy,5.17,23,3993
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Bangalore,Business,8.0,14,38099
Vistara,UK-852,Bangalore,Morning,one,Night,Chennai,Business,13.58,24,44280
Vistara,UK-706,Kolkata,Morning,one,Evening,Hyderabad,Economy,9.67,29,6075
Air_India,AI-573,Kolkata,Evening,one,Night,Delhi,Business,26.33,6,57939
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,22.17,1,13258
Vistara,UK-944,Mumbai,Afternoon,one,Night,Chennai,Economy,8.08,36,4249
GO_FIRST,G8-302,Chennai,Early_Morning,one,Evening,Bangalore,Economy,14.67,13,10469
Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Business,7.58,20,50271
Vistara,UK-706,Kolkata,Morning,one,Evening,Mumbai,Economy,8.83,48,6067
Air_India,AI-770,Kolkata,Night,one,Night,Chennai,Economy,27.08,43,4969
GO_FIRST,G8-2513,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.08,48,4205
Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,Economy,8.5,42,6067
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Chennai,Business,8.83,38,76605
Vistara,UK-802,Bangalore,Evening,one,Afternoon,Hyderabad,Business,17.75,13,56588
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Hyderabad,Economy,10.0,19,6966
Vistara,UK-814,Bangalore,Night,one,Evening,Kolkata,Business,22.42,33,62188
Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Delhi,Business,7.5,43,45600
Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,Business,2.33,2,26296
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Chennai,Economy,13.08,4,13728
Indigo,6E-807,Bangalore,Morning,one,Evening,Mumbai,Economy,6.83,45,3153
Indigo,6E-2174,Bangalore,Evening,zero,Night,Delhi,Economy,2.92,31,4500
Vistara,UK-827,Mumbai,Night,zero,Night,Chennai,Business,2.08,13,23898
Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Economy,9.83,6,11675
Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,35,4213
AirAsia,I5-510,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,9.67,2,4451
Air_India,AI-526,Kolkata,Evening,one,Night,Mumbai,Economy,4.92,32,4169
Air_India,AI-9745,Kolkata,Morning,one,Night,Delhi,Economy,9.25,4,12802
Vistara,UK-836,Chennai,Morning,one,Morning,Mumbai,Economy,24.75,43,6318
Vistara,UK-930,Mumbai,Early_Morning,one,Night,Chennai,Business,15.25,35,64173
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Business,7.0,43,56702
GO_FIRST,G8-102,Kolkata,Afternoon,one,Night,Bangalore,Economy,7.08,19,6488
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Bangalore,Business,16.92,20,54608
Air_India,AI-9547,Bangalore,Evening,one,Late_Night,Delhi,Economy,8.67,46,6072
AirAsia,I5-588,Kolkata,Afternoon,one,Night,Mumbai,Economy,7.08,20,3727
Air_India,AI-805,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,11.25,44,4209
AirAsia,I5-2991,Kolkata,Night,one,Afternoon,Delhi,Economy,16.5,25,3014
Indigo,6E-179,Mumbai,Morning,one,Afternoon,Bangalore,Economy,4.5,8,15761
Indigo,6E-5037,Delhi,Early_Morning,one,Morning,Kolkata,Economy,4.75,46,2482
GO_FIRST,G8-790,Bangalore,Afternoon,one,Night,Mumbai,Economy,6.33,6,5177
Vistara,UK-706,Kolkata,Morning,one,Night,Hyderabad,Business,10.67,39,79817
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Bangalore,Business,19.92,8,38099
Indigo,6E-136,Mumbai,Early_Morning,zero,Early_Morning,Chennai,Economy,1.92,36,3000
Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Business,14.25,13,56702
GO_FIRST,G8-383,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,10.25,36,6068
Vistara,UK-838,Chennai,Night,one,Night,Hyderabad,Economy,25.83,49,4086
AirAsia,I5-747,Delhi,Evening,one,Late_Night,Mumbai,Economy,5.58,41,2409
AirAsia,I5-798,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,11.17,8,16210
Vistara,UK-659,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,9.42,19,11367
Vistara,UK-802,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.75,32,6133
Indigo,6E-457,Bangalore,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,7.75,29,9289
SpiceJet,SG-8130,Kolkata,Early_Morning,one,Morning,Mumbai,Economy,26.58,10,7958
Air_India,AI-887,Delhi,Early_Morning,one,Morning,Chennai,Business,27.92,13,45257
GO_FIRST,G8-399,Bangalore,Night,one,Morning,Delhi,Economy,10.17,18,4028
Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Business,2.33,37,28872
Air_India,AI-503,Bangalore,Evening,one,Afternoon,Mumbai,Business,19.0,32,54684
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,Economy,12.92,44,6711
Indigo,6E-5347,Chennai,Night,zero,Late_Night,Mumbai,Economy,2.08,17,4832
Indigo,6E-605,Chennai,Afternoon,zero,Afternoon,Bangalore,Economy,1.08,11,3362
Indigo,6E-6172,Kolkata,Night,one,Early_Morning,Mumbai,Economy,8.42,34,3381
GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Bangalore,Economy,7.25,13,7424
Air_India,AI-868,Delhi,Evening,one,Morning,Chennai,Business,16.92,24,45257
Vistara,UK-747,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,35,4000
Indigo,6E-6017,Bangalore,Evening,one,Night,Hyderabad,Economy,5.67,26,2767
GO_FIRST,G8-7560,Kolkata,Afternoon,zero,Evening,Bangalore,Economy,2.67,25,4145
Air_India,AI-430,Chennai,Morning,one,Evening,Kolkata,Economy,9.25,37,4678
Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Business,6.25,41,51457
Air_India,AI-573,Kolkata,Evening,one,Morning,Delhi,Economy,14.67,27,11995
Indigo,6E-6535,Bangalore,Morning,one,Evening,Delhi,Economy,5.92,27,5563
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Economy,15.08,21,6578
AirAsia,I5-767,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,12.17,37,7411
Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Business,8.92,14,49896
Air_India,AI-865,Delhi,Morning,one,Early_Morning,Chennai,Economy,20.67,39,3988
Vistara,UK-776,Kolkata,Evening,one,Evening,Bangalore,Business,24.17,43,52287
Indigo,6E-168,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,31,2738
Indigo,6E-5394,Chennai,Early_Morning,one,Afternoon,Kolkata,Economy,7.92,45,5924
Vistara,UK-817,Delhi,Evening,one,Morning,Hyderabad,Economy,17.0,19,5761
Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Business,10.58,18,54777
SpiceJet,SG-612,Chennai,Night,one,Afternoon,Delhi,Economy,14.67,42,4827
Air_India,AI-570,Mumbai,Early_Morning,one,Afternoon,Kolkata,Business,8.58,21,43165
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.83,12,5954
Vistara,UK-864,Bangalore,Evening,one,Late_Night,Delhi,Economy,5.17,39,4111
Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.17,13,5955
Vistara,UK-977,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,12.83,9,9840
Indigo,6E-6219,Chennai,Morning,one,Evening,Delhi,Economy,9.17,32,5936
Vistara,UK-814,Bangalore,Night,one,Morning,Kolkata,Business,12.42,16,60508
Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Economy,11.0,12,10018
Vistara,UK-659,Hyderabad,Morning,two_or_more,Night,Chennai,Economy,9.25,36,7677
Air_India,AI-776,Bangalore,Early_Morning,one,Night,Delhi,Business,17.0,45,52586
Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,11.67,12,49553
Indigo,6E-283,Hyderabad,Evening,zero,Evening,Kolkata,Economy,2.25,46,2815
Vistara,UK-970,Mumbai,Morning,one,Evening,Hyderabad,Business,11.17,37,60365
Air_India,AI-665,Delhi,Early_Morning,one,Evening,Bangalore,Economy,10.5,26,4230
Vistara,UK-830,Hyderabad,Morning,one,Evening,Kolkata,Business,7.75,12,51819
SpiceJet,SG-1063,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,8,5953
Indigo,6E-7257,Bangalore,Morning,one,Evening,Hyderabad,Economy,7.92,6,7021
Vistara,UK-863,Mumbai,Morning,one,Night,Hyderabad,Economy,11.83,44,3334
SpiceJet,SG-8803,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,29,2621
Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,14.0,21,10580
Air_India,AI-542,Delhi,Morning,one,Night,Bangalore,Economy,12.5,21,3621
Vistara,UK-772,Kolkata,Morning,one,Morning,Bangalore,Economy,22.42,19,6458
Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Economy,11.83,29,4672
AirAsia,I5-767,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,11.42,23,5101
Air_India,AI-624,Delhi,Evening,one,Evening,Bangalore,Business,23.5,40,42457
Air_India,AI-774,Mumbai,Night,one,Evening,Chennai,Economy,22.75,24,7639
Air_India,AI-504,Delhi,Night,zero,Late_Night,Bangalore,Business,2.92,23,32859
Indigo,6E-282,Delhi,Morning,zero,Afternoon,Kolkata,Economy,2.17,38,3999
Vistara,UK-838,Chennai,Night,one,Night,Bangalore,Economy,23.33,30,6437
Air_India,AI-765,Kolkata,Evening,zero,Night,Chennai,Business,2.42,40,20606
Indigo,6E-6488,Kolkata,Morning,one,Evening,Delhi,Economy,6.92,39,4439
AirAsia,I5-1531,Chennai,Night,zero,Night,Bangalore,Economy,1.5,23,1548
Air_India,AI-888,Mumbai,Evening,one,Evening,Chennai,Economy,24.0,12,9201
Air_India,AI-570,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,7.67,13,50957
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Economy,14.08,44,6568
Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,19.0,24,51697
Vistara,UK-870,Hyderabad,Night,one,Night,Kolkata,Economy,26.17,4,10069
GO_FIRST,G8-323,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,38,2410
Air_India,AI-442,Mumbai,Afternoon,one,Early_Morning,Chennai,Economy,16.42,22,5380
Indigo,6E-6818,Mumbai,Evening,one,Late_Night,Bangalore,Economy,6.33,37,4056
Air_India,AI-768,Kolkata,Afternoon,zero,Evening,Delhi,Economy,2.5,44,3437
Vistara,UK-874,Hyderabad,Morning,one,Afternoon,Delhi,Economy,6.0,37,5892
AirAsia,I5-972,Hyderabad,Evening,one,Morning,Bangalore,Economy,14.17,45,2738
Vistara,UK-873,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,9.33,12,9828
Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,5.75,21,4660
Air_India,AI-732,Kolkata,Afternoon,one,Night,Delhi,Business,8.25,28,53743
Air_India,AI-624,Delhi,Evening,one,Early_Morning,Chennai,Business,12.25,45,45257
Vistara,UK-874,Hyderabad,Morning,one,Afternoon,Delhi,Economy,6.0,25,5892
Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Business,7.58,30,50271
Air_India,AI-665,Delhi,Early_Morning,one,Night,Hyderabad,Economy,13.58,16,4524
Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,14.5,7,105744
Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,Business,10.92,18,50361
Air_India,AI-635,Mumbai,Early_Morning,one,Morning,Delhi,Business,3.67,16,22140
Indigo,6E-495,Chennai,Early_Morning,one,Afternoon,Kolkata,Economy,6.75,19,5042
Air_India,AI-539,Chennai,Evening,one,Afternoon,Bangalore,Economy,19.5,1,36333
Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Delhi,Business,10.5,26,36565
GO_FIRST,G8-102,Kolkata,Afternoon,one,Night,Mumbai,Economy,8.92,3,13655
Vistara,UK-822,Chennai,Morning,one,Morning,Bangalore,Economy,23.08,6,12812
GO_FIRST,G8-501,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.67,34,5420
Air_India,AI-503,Bangalore,Evening,one,Evening,Hyderabad,Economy,25.5,39,5780
GO_FIRST,G8-285,Bangalore,Afternoon,one,Night,Delhi,Economy,4.58,38,20746
Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Economy,14.08,19,5037
Air_India,AI-660,Mumbai,Evening,one,Night,Hyderabad,Business,5.58,41,45693
Vistara,UK-816,Bangalore,Morning,one,Night,Kolkata,Economy,11.25,23,8427
Air_India,AI-805,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,43,2476
Vistara,UK-852,Bangalore,Morning,one,Evening,Hyderabad,Economy,10.42,4,20077
Vistara,UK-776,Kolkata,Evening,one,Night,Bangalore,Business,27.33,31,52287
Indigo,6E-7223,Bangalore,Afternoon,one,Evening,Mumbai,Economy,4.5,12,5635
Indigo,6E-5211,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,7.75,31,4390
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Business,10.0,25,56588
GO_FIRST,G8-146,Bangalore,Evening,two_or_more,Early_Morning,Mumbai,Economy,11.25,23,5177
Vistara,UK-706,Delhi,Afternoon,one,Night,Mumbai,Business,7.92,47,36577
Vistara,UK-910,Mumbai,Evening,one,Morning,Hyderabad,Economy,16.08,3,11664
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Economy,10.25,36,6461
Air_India,AI-678,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.17,41,4933
Vistara,UK-977,Delhi,Evening,one,Morning,Chennai,Economy,13.83,14,8477
Indigo,6E-357,Bangalore,Night,one,Early_Morning,Mumbai,Economy,7.67,20,4554
AirAsia,I5-740,Delhi,Early_Morning,one,Evening,Kolkata,Economy,11.75,17,4915
Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Economy,18.25,40,4357
Indigo,6E-208,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,7.83,47,4390
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,13.58,41,6461
Air_India,AI-671,Mumbai,Morning,one,Night,Delhi,Business,14.17,22,50957
Air_India,AI-865,Delhi,Morning,one,Early_Morning,Hyderabad,Business,20.58,32,39321
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Kolkata,Business,16.58,33,60508
GO_FIRST,G8-357,Delhi,Early_Morning,two_or_more,Evening,Mumbai,Economy,12.08,26,11295
Indigo,6E-841,Bangalore,Afternoon,one,Night,Kolkata,Economy,7.17,12,8118
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Business,26.08,46,56588
Vistara,UK-977,Delhi,Evening,one,Morning,Chennai,Business,16.83,32,60232
Air_India,AI-537,Delhi,Evening,one,Morning,Mumbai,Economy,15.83,36,3855
Air_India,AI-424,Kolkata,Afternoon,one,Afternoon,Bangalore,Business,24.83,25,31762
Indigo,6E-6137,Chennai,Morning,one,Evening,Hyderabad,Economy,8.83,42,1966
Air_India,AI-698,Hyderabad,Night,one,Afternoon,Kolkata,Business,13.92,18,48795
Vistara,UK-943,Delhi,Early_Morning,one,Night,Bangalore,Business,13.42,35,57017
Indigo,6E-6006,Chennai,Afternoon,one,Night,Delhi,Economy,6.92,23,3209
Vistara,UK-772,Kolkata,Morning,one,Night,Chennai,Business,12.67,15,55502
Indigo,6E-5367,Chennai,Evening,one,Late_Night,Kolkata,Economy,8.25,43,4939
Indigo,6E-881,Chennai,Afternoon,one,Night,Bangalore,Economy,6.75,43,4204
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Chennai,Business,13.75,34,57453
Indigo,6E-952,Bangalore,Night,zero,Late_Night,Kolkata,Economy,2.58,46,3393
Air_India,AI-775,Kolkata,Night,one,Afternoon,Delhi,Economy,16.25,47,7900
Vistara,UK-940,Mumbai,Evening,one,Evening,Chennai,Economy,20.58,1,13182
Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,Economy,8.5,46,6067
Indigo,6E-563,Kolkata,Morning,one,Afternoon,Bangalore,Economy,7.58,33,3860
Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,22.0,39,57393
Indigo,6E-6205,Delhi,Afternoon,one,Evening,Chennai,Economy,5.92,30,2916
Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Chennai,Economy,12.0,4,13944
Vistara,UK-657,Bangalore,Morning,two_or_more,Night,Chennai,Economy,11.25,26,14176
Air_India,AI-774,Mumbai,Night,one,Night,Chennai,Business,24.42,22,51117
Indigo,6E-413,Hyderabad,Early_Morning,one,Afternoon,Chennai,Economy,9.17,41,1543
GO_FIRST,G8-322,Mumbai,Night,one,Morning,Bangalore,Economy,11.42,8,5102
Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,11.0,12,64831
Vistara,UK-706,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,16,7569
Air_India,AI-505,Bangalore,Morning,one,Night,Kolkata,Economy,11.92,22,6584
Air_India,AI-698,Hyderabad,Night,one,Night,Kolkata,Economy,25.42,37,5100
AirAsia,I5-1543,Hyderabad,Afternoon,one,Late_Night,Delhi,Economy,11.0,34,2228
Indigo,6E-369,Delhi,Night,one,Morning,Mumbai,Economy,10.42,28,3546
Air_India,AI-544,Delhi,Evening,one,Afternoon,Bangalore,Economy,21.67,8,9840
Indigo,6E-879,Hyderabad,Morning,one,Evening,Kolkata,Economy,6.25,28,5293
Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Business,5.42,33,52175
SpiceJet,SG-8483,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,14,5955
Vistara,UK-945,Delhi,Morning,one,Evening,Kolkata,Business,8.25,8,67881
AirAsia,I5-974,Hyderabad,Night,zero,Night,Bangalore,Economy,1.08,8,4454
Vistara,UK-866,Bangalore,Night,one,Morning,Kolkata,Economy,12.0,42,6271
Air_India,AI-538,Chennai,Night,one,Afternoon,Bangalore,Economy,16.17,3,19533
Air_India,AI-807,Delhi,Evening,zero,Night,Bangalore,Business,2.75,28,32859
Vistara,UK-827,Mumbai,Night,one,Afternoon,Delhi,Economy,16.5,8,13398
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Bangalore,Business,10.08,34,60260
Air_India,AI-544,Delhi,Evening,one,Night,Bangalore,Economy,5.0,15,6403
AirAsia,I5-1561,Bangalore,Evening,zero,Night,Mumbai,Economy,1.75,13,5179
Vistara,UK-836,Chennai,Morning,one,Night,Bangalore,Business,11.92,27,60260
Vistara,UK-818,Bangalore,Evening,one,Morning,Kolkata,Business,13.92,17,60508
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Chennai,Economy,16.25,41,4712
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Bangalore,Business,10.17,30,56702
Air_India,AI-560,Delhi,Early_Morning,one,Morning,Kolkata,Business,25.0,46,43376
Air_India,AI-660,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,7,5943
Indigo,6E-2172,Mumbai,Morning,zero,Morning,Delhi,Economy,2.17,9,5943
Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Business,11.17,48,49177
Vistara,UK-818,Bangalore,Evening,one,Morning,Chennai,Economy,14.25,2,12454
Indigo,6E-822,Kolkata,Morning,one,Evening,Hyderabad,Economy,6.25,34,3401
Vistara,UK-960,Mumbai,Morning,one,Night,Kolkata,Business,10.83,25,62045
Air_India,AI-888,Mumbai,Evening,one,Late_Night,Bangalore,Economy,29.17,16,6817
Indigo,6E-552,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.25,35,2098
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Chennai,Economy,13.25,23,4672
Vistara,UK-975,Delhi,Early_Morning,one,Night,Hyderabad,Economy,15.17,5,9840
Vistara,UK-802,Bangalore,Evening,one,Morning,Hyderabad,Economy,14.83,35,6133
GO_FIRST,G8-518,Bangalore,Night,one,Afternoon,Kolkata,Economy,13.67,35,3943
Indigo,6E-6067,Bangalore,Evening,one,Late_Night,Delhi,Economy,8.75,25,3788
Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Economy,5.67,41,4137
Air_India,AI-485,Delhi,Early_Morning,one,Morning,Kolkata,Economy,29.17,5,16393
GO_FIRST,G8-351,Mumbai,Morning,one,Afternoon,Delhi,Economy,7.0,40,6867
Vistara,UK-706,Kolkata,Morning,one,Morning,Hyderabad,Business,23.42,11,52175
Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,Business,9.25,34,46097
AirAsia,I5-818,Bangalore,Early_Morning,one,Morning,Delhi,Economy,5.5,22,2723
Indigo,6E-6278,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,2,5955
Vistara,UK-827,Mumbai,Night,zero,Night,Chennai,Economy,2.08,28,2900
Air_India,AI-440,Chennai,Early_Morning,one,Night,Bangalore,Business,13.92,36,60260
Indigo,6E-6021,Kolkata,Afternoon,one,Night,Delhi,Economy,9.83,4,12348
Indigo,6E-461,Mumbai,Early_Morning,one,Morning,Chennai,Economy,5.08,45,1890
AirAsia,I5-992,Bangalore,Night,one,Morning,Delhi,Economy,10.92,24,3467
Air_India,AI-888,Mumbai,Evening,one,Evening,Chennai,Business,24.0,33,49613
